model	loader	kind	cache_mode	metric	value	status
Qwen/Qwen3-4B	ts_serverlessllm_default	load_only	warm	init_ms	37035.32	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	cold	decode_avg_ms	50.97	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	cold	decode_max_ms	51.53	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	cold	decode_min_ms	50.73	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	cold	init_ms	31151.13	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	51.07	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	51.46	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	50.88	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	27882.31	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	ttft	cold	first_token_ms	20.21	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	ttft	cold	init_ms	31982.87	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	ttft	cold	ttft_ms	32003.08	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	ttft	warm	first_token_ms	30.37	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	ttft	warm	init_ms	28075.27	estimated
Qwen/Qwen3-4B	ts_serverlessllm_default	ttft	warm	ttft_ms	28105.64	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	load_only	cold	init_ms	47517.76	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	load_only	warm	init_ms	44668.11	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	50.99	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	51.29	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	cold	decode_min_ms	50.85	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	cold	init_ms	47251.11	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	50.78	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	51.20	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	50.35	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	44660.94	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	ttft	cold	first_token_ms	19.45	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	ttft	cold	init_ms	47641.55	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	ttft	cold	ttft_ms	47661.00	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	ttft	warm	first_token_ms	13.89	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	ttft	warm	init_ms	44580.51	estimated
Qwen/Qwen3-4B	ts_serverlessllm_sync	ttft	warm	ttft_ms	44594.40	estimated
Qwen/Qwen3-8B	ts_safetensors_default	load_only	cold	init_ms	110029.50	estimated
Qwen/Qwen3-8B	ts_safetensors_default	load_only	warm	init_ms	99968.51	estimated
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	cold	decode_avg_ms	75.83	estimated
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	cold	decode_max_ms	76.40	estimated
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	cold	decode_min_ms	75.56	estimated
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	cold	init_ms	110080.54	estimated
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	75.55	estimated
